protein_id	suprfam_id	description	Evals
Eucgr.L02863.1.p	0039935	0039935[NAD(P)-binding Rossmann-fold domains]	0039935[9.69e-37]
Eucgr.L02868.1.p	0052253	0052253[TRAF domain-like]	0052253[3.27e-29]
Eucgr.L02877.1.p		-	-
Eucgr.L02878.1.p		-	-
Eucgr.L02880.1.p		-	-
Eucgr.L02883.1.p	0046983	0046983[Chaperone J-domain]	0046983[4.32e-17]
Eucgr.L02885.1.p	0054423	0054423[F-box domain]	0054423[2.49e-08]
Eucgr.L02888.1.p	0038477	0038477[Protein kinase-like (PK-like)]	0038477[8.94e-82]
Eucgr.L02896.1.p	0049853	0049853[P-loop containing nucleoside triphosphate hydrolases]	0049853[1.84e-40]
Eucgr.L02901.1.p		-	-
Eucgr.L02912.1.p	0053922	0053922[Ankyrin repeat]	0053922[2.06e-39]
Eucgr.L02913.1.p		-	-
Eucgr.L02915.1.p	0048505,0053686	0048505[L domain-like]; 0053686[P-loop containing nucleoside triphosphate hydrolases]	0048505[9.78e-36]; 0053686[1.09e-42]
Eucgr.L02920.1.p	0045186	0045186[alpha/beta-Hydrolases]	0045186[4.05e-44]
Eucgr.L02922.1.p	0048505,0053686	0048505[L domain-like]; 0053686[P-loop containing nucleoside triphosphate hydrolases]	0048505[1.53e-26]; 0053686[9.96e-53]
Eucgr.L02926.1.p		-	-
Eucgr.L02927.1.p	0049622	0049622[(Trans)glycosidases]	0049622[2.11e-35]
Eucgr.L02929.1.p	0046490	0046490[FAD-binding/transporter-associated domain-like]	0046490[5.14e-48]
Eucgr.L02930.1.p	0049609	0049609[Six-hairpin glycosidases]	0049609[1.51e-45]
Eucgr.L02934.1.p		-	-
Eucgr.L02937.1.p	0049949,0041322	0049949[Riboflavin synthase domain-like]; 0041322[Ferredoxin reductase-like, C-terminal NADP-linked domain]	0049949[7.17e-22]; 0041322[2.49e-42]
Eucgr.L02941.1.p	0038248	0038248[Cupredoxins]	0038248[6.41e-23]
Eucgr.L02949.1.p	0048279	0048279[Chaperone J-domain]	0048279[0.000464]
Eucgr.L02951.1.p		-	-
Eucgr.L02952.1.p		-	-
Eucgr.L02953.1.p	0035203,0041713	0035203[CRAL/TRIO domain]; 0041713[Supernatant protein factor (SPF), C-terminal domain]	0035203[2.62e-19]; 0041713[0.000942]
Eucgr.L02957.1.p		-	-
Eucgr.L02967.1.p		-	-
Eucgr.L02976.1.p	0035882	0035882[F1F0 ATP synthase subunit C]	0035882[0.000124]
Eucgr.L02977.1.p	0046164	0046164[DNA ligase/mRNA capping enzyme, catalytic domain]	0046164[5.9e-11]
Eucgr.L02980.1.p	0047015	0047015[HSP20-like chaperones]	0047015[2.09e-32]
Eucgr.L02981.1.p		-	-
Eucgr.L02990.1.p		-	-
Eucgr.L02991.1.p	0047027	0047027[Clavaminate synthase-like]	0047027[2.06e-109]
Eucgr.L03010.1.p	0047619	0047619[L domain-like]	0047619[5.1e-14]
Eucgr.L03012.1.p	0050694	0050694[Cupredoxins]	0050694[1.3e-31]
Eucgr.L03013.1.p		-	-
Eucgr.L03014.1.p	0040480	0040480[vWA-like]	0040480[3.56e-15]
Eucgr.L03020.1.p	0049549,0043892	0049549[PUA domain-like]; 0043892[Pre-PUA domain]	0049549[3.92e-24]; 0043892[4.45e-30]
Eucgr.L03024.1.p		-	-
Eucgr.L03030.1.p		-	-
Eucgr.L03032.1.p		-	-
Eucgr.L03033.1.p		-	-
Eucgr.L03039.1.p	0046983	0046983[Chaperone J-domain]	0046983[6.8e-22]
Eucgr.L03061.1.p	0049310	0049310[Ubiquitin-like]	0049310[6.2e-13]
Eucgr.L03070.1.p	0051198	0051198[Concanavalin A-like lectins/glucanases]	0051198[5.86e-21]
Eucgr.L03071.1.p	0051199,0051198	0051199[Arabinanase/levansucrase/invertase]; 0051198[Concanavalin A-like lectins/glucanases]	0051199[3.61e-89]; 0051198[2.37e-35]
Eucgr.L03074.1.p		-	-
Eucgr.L03093.1.p		-	-
Eucgr.L03107.1.p	0050694	0050694[Cupredoxins]	0050694[2.44e-24]
Eucgr.L03117.1.p		-	-
Eucgr.L03122.1.p		-	-
Eucgr.L03123.1.p	0052014	0052014[RNI-like]	0052014[2.12e-09]
Eucgr.L03124.1.p		-	-
Eucgr.L03130.1.p	0054912	0054912[Cytochrome P450]	0054912[3.41e-74]
Eucgr.L03163.1.p	0051522	0051522[Tryptophan synthase beta subunit-like PLP-dependent enzymes]	0051522[1.03e-83]
Eucgr.L03167.1.p	0052014	0052014[RNI-like]	0052014[1.33e-51]
Eucgr.L03172.1.p	0037417,0047571	0037417[Voltage-gated potassium channels]; 0047571[EF-hand]	0037417[4.32e-22]; 0047571[7.73e-05]
Eucgr.L03173.1.p	0037417,0048467	0037417[Voltage-gated potassium channels]; 0048467[EF-hand]	0037417[1.7e-24]; 0048467[3.83e-07]
Eucgr.L03187.1.p	0050528,0050158,0052455	0050528[UBA-like]; 0050158[UBA-like]; 0052455[UBA-like]	0050528[1.78e-07]; 0050158[0.00034]; 0052455[1.21e-10]
Eucgr.L03188.1.p	0049801,0052242	0049801[RNA-binding domain, RBD]; 0052242[CCCH zinc finger]	0049801[1.02e-19]; 0052242[5.63e-05]
Eucgr.L03199.1.p	0048266	0048266[P-loop containing nucleoside triphosphate hydrolases]	0048266[3.22e-27]
Eucgr.L03204.1.p		-	-
Eucgr.L03219.1.p		-	-
Eucgr.L03220.1.p		-	-
Eucgr.L03232.1.p		-	-
Eucgr.L03234.1.p		-	-
Eucgr.L03243.1.p	0054300	0054300[UBC-like]	0054300[4.59e-29]
Eucgr.L03257.1.p	0045443	0045443[EF-hand]	0045443[4.13e-11]
Eucgr.L03273.1.p		-	-
Eucgr.L03276.1.p		-	-
Eucgr.L03278.1.p		-	-
Eucgr.L03285.1.p		-	-
Eucgr.L03288.1.p	0047078	0047078[alpha/beta-Hydrolases]	0047078[1.1e-47]
Eucgr.L03309.1.p	0035371,0040112	0035371[Protein kinase-like (PK-like)]; 0040112[alpha-D-mannose-specific plant lectins]	0035371[3.42e-47]; 0040112[2.22e-21]
Eucgr.L03346.1.p	0048968	0048968[Clavaminate synthase-like]	0048968[1.99e-58]
Eucgr.L03367.1.p	0047411	0047411[RmlC-like cupins]	0047411[2.49e-44]
Eucgr.L03388.1.p		-	-
Eucgr.L03388.2.p		-	-
Eucgr.L03390.1.p		-	-
Eucgr.L03390.2.p		-	-
Eucgr.L03390.3.p		-	-
Eucgr.L03394.1.p	0049955	0049955[Concanavalin A-like lectins/glucanases]	0049955[3.27e-81]
Eucgr.L03403.1.p		-	-
Eucgr.L03436.1.p	0049331	0049331[Ankyrin repeat]	0049331[4.82e-35]
Eucgr.L03442.1.p		-	-
Eucgr.L03446.1.p	0047619	0047619[L domain-like]	0047619[7.23e-36]
Eucgr.L03470.1.p	0038477	0038477[Protein kinase-like (PK-like)]	0038477[1.78e-52]
Eucgr.L03482.1.p		-	-
Eucgr.L03485.1.p	0037738,0048505	0037738[RNI-like]; 0048505[L domain-like]	0037738[3.14e-20]; 0048505[5.44e-41]
Eucgr.L03486.1.p	0049214	0049214[Pectin lyase-like]	0049214[5.5e-92]
Eucgr.L03499.1.p		-	-
Eucgr.L03509.1.p	0051291	0051291[CYTH-like phosphatases]	0051291[9.42e-21]
Eucgr.L03510.1.p	0037739,0041351	0037739[Skp1 dimerisation domain-like]; 0041351[POZ domain]	0037739[8.76e-19]; 0041351[1.1e-16]
Eucgr.L03514.1.p		-	-
Eucgr.L03523.1.p		-	-
Eucgr.L03549.1.p		-	-
Eucgr.L03564.1.p	0048505	0048505[L domain-like]	0048505[1.47e-16]
Eucgr.L03568.1.p	0054927	0054927[SGNH hydrolase]	0054927[9.34e-05]
Eucgr.L03571.1.p	0048266	0048266[P-loop containing nucleoside triphosphate hydrolases]	0048266[1.18e-11]
Eucgr.L03576.1.p	0049913	0049913[RmlC-like cupins]	0049913[8.51e-41]
Eucgr.L03583.1.p	0046888	0046888[Toll/Interleukin receptor TIR domain]	0046888[3.01e-08]
Eucgr.L03585.1.p	0054041	0054041[DsbB-like]	0054041[0.00116]
Eucgr.L03589.1.p	0040327	0040327[S-adenosyl-L-methionine-dependent methyltransferases]	0040327[1.16e-18]
Eucgr.L03590.1.p	0050756	0050756[Ubiquitin-like]	0050756[3.96e-16]
Eucgr.L03602.1.p		-	-
Eucgr.L03605.1.p		-	-
Eucgr.L03607.1.p		-	-
Eucgr.L03617.1.p	0042383	0042383[PLP-dependent transferases]	0042383[1.44e-13]
Eucgr.L03619.1.p	0038477	0038477[Protein kinase-like (PK-like)]	0038477[8.29e-10]
Eucgr.L03636.1.p		-	-
Eucgr.L03651.1.p	0043518	0043518[Multidrug resistance efflux transporter EmrE]	0043518[0.000693]
Eucgr.L03655.1.p		-	-
Eucgr.L03663.1.p		-	-
Eucgr.L03668.1.p		-	-
Eucgr.L03682.1.p	0043074	0043074[Protein kinase-like (PK-like)]	0043074[2.29e-77]
Eucgr.L03693.1.p	0040455,0043683	0040455[PDZ domain-like]; 0043683[Trypsin-like serine proteases]	0040455[1.37e-06]; 0043683[1.08e-31]
Eucgr.L03694.1.p	0050582	0050582[DNA-binding pseudobarrel domain]	0050582[5.1e-15]
Eucgr.L03695.1.p	0054879	0054879[FAD/NAD(P)-binding domain]	0054879[1.22e-08]
Eucgr.L03701.1.p		-	-
Eucgr.L03703.1.p		-	-
Eucgr.L03711.1.p		-	-
Eucgr.L03718.1.p		-	-
Eucgr.L03724.1.p		-	-
Eucgr.L03727.1.p	0040727	0040727[Protein kinase-like (PK-like)]	0040727[3.78e-56]
Eucgr.L03744.1.p	0035371	0035371[Protein kinase-like (PK-like)]	0035371[5.88e-49]
Eucgr.L03752.1.p	0040727	0040727[Protein kinase-like (PK-like)]	0040727[3.05e-36]
Eucgr.L03760.1.p		-	-
Eucgr.L03761.1.p		-	-
